,Route,Route Type,Grading,Area Latitude,Area Longitude,State,Gorge,Area,Crag,Subcrag,Description,URL
455,Choss The Two Of Us,Boulder,V0+,40.03568,-75.20047,Pennsylvania,Southeastern Lowlands,Philly,Wissahickon Valley Park,Toleration Statue,SDS with opposing sidepulls. Pull on and move up holds on the face to an easy top out. The long sharp sidepull on the far left is off.,https://www.mountainproject.com/route/120398363/choss-the-two-of-us
456,Bottle Opener,Boulder,V1+,40.03568,-75.20047,Pennsylvania,Southeastern Lowlands,Philly,Wissahickon Valley Park,Toleration Statue,SDS with underclings under the low roof. Follow the crack straight up to an easy top out.,https://www.mountainproject.com/route/120398323/bottle-opener
457,Basket Case,Boulder,V2,40.03568,-75.20047,Pennsylvania,Southeastern Lowlands,Philly,Wissahickon Valley Park,Toleration Statue,SDS with underclings under the roof just left of the vertical crack. Follow the crack up then traverse right along slopers until you reach the right arête. Pull onto the slab and top out above.,https://www.mountainproject.com/route/120398420/basket-case
458,Moss Walk,Boulder,V0,40.05351,-75.20689,Pennsylvania,Southeastern Lowlands,Philly,Wissahickon Valley Park,Cresheim Creek Crack,"Traverse right to left, stay off the top and don't kill the moss on the jugs.",https://www.mountainproject.com/route/120644566/moss-walk
459,Lotus Toes,Boulder,V1,40.05351,-75.20689,Pennsylvania,Southeastern Lowlands,Philly,Wissahickon Valley Park,Cresheim Creek Crack,Start on the far right and traverse left until around the middle and go straight up under the little roof.,https://www.mountainproject.com/route/120431487/lotus-toes
460,Strawberry Rock,Boulder,V1,39.99356,-75.19238,Pennsylvania,Southeastern Lowlands,Philly,Strawberry Rock,N/A,"The rock is on the hill side just south of Strawberry Mansion Bridge.  It features multiple diagonal shelves and deep roofs.  It is well concealed, heavily guarded by poison ivy and despite its proximity to the Schuylkill River Path offers some center city solitude.  Much like ""Stone Age in America"" the crop is on the East side of Kelly drive and not frequently trafficked.",https://www.mountainproject.com/route/107128501/strawberry-rock
461,Kelly Krack,Boulder,V0,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,Follow the juggy crack towards the highest point of the boulder. Trend left at the top to avoid a dirty top out. Highball on good holds.,https://www.mountainproject.com/route/108473937/kelly-krack
462,Kelly Drive Boulder Traverses,Boulder,V0-1,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,It's fun if you like V0 traverses in direct sun with a lot of background noise and traffic.,https://www.mountainproject.com/route/107270811/kelly-drive-boulder-traverses
463,Thin Fin,Boulder,V2,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,Traverse left using the namesake flake. Gain the lip  via good edges to your left and make the crux top out. The rock has a bit of caked on dirt but should clean up quickly. A fun problem that varies from the jug hauls to the left.,https://www.mountainproject.com/route/108473948/thin-fin
464,Orions Belt,Boulder,V2,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,"On the far left side of the boulder, close to the bike trail, sit start on a low slopper in the overhanging rock. Proceed left up the arete and finish with a slabby top out. The large crack to the right is off.",https://www.mountainproject.com/route/111876264/orions-belt
465,Orions Dagger,Boulder,V2+,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,"Sit start at the furtherest left point where you can still be sitting on grass (nearly on the bike path). Left hand on a fat pinch, right hand on a jug. Solid feet on a lower block. Move up and right through a series of jugs and gain a positive jug on the arete to link with Orion's Belt.",https://www.mountainproject.com/route/119743045/orions-dagger
466,Heel Yourself Marieke,Boulder,V3,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,The crux starts after two moves from the lowest section of the route. The good thing about this climb is the fact that it is really low off the ground. The not so good quality of the climb is that you have to keep yourself off the ground half way into the climb at its lowest section. This route requires alot of heel hooks and some toes. The crux requires a pretty strong left heel hook while bumping right hand up followed by left hand.,https://www.mountainproject.com/route/117837792/heel-yourself-marieke
467,Low Pockets To Dyno Direct,Boulder,V4-5,39.97621,-75.19266,Pennsylvania,Southeastern Lowlands,Philly,Kelly Drive Boulder,N/A,"Begin at the bottom of the smaller right crack (at the bottom of the little ramp) on an obvious chalked start hold.  Traverse left before the large rail on thin pockets. Dyno from the low small pockets to the big low flake.  Move up right of the main crack on small crimps to the upper flake. Downclimb to the left or right (both cracks are easy downclimbs – if you climb here, you most likely warm up climbing on them both).",https://www.mountainproject.com/route/119009248/low-pockets-to-dyno-direct
468,Garfield Minus Garfield,Boulder,V0-,39.9723,-75.18964,Pennsylvania,Southeastern Lowlands,Philly,Stone Age in America,N/A,SDS with jugs on the right.  Head straight up and top out.,https://www.mountainproject.com/route/119461144/garfield-minus-garfield
469,Dark Horse Arete,Boulder,V0,39.9723,-75.18964,Pennsylvania,Southeastern Lowlands,Philly,Stone Age in America,N/A,SDS with low sidepull jug. Climb the arête.,https://www.mountainproject.com/route/119461038/dark-horse-arete
470,Charles Gitout,Boulder,V0+,39.9723,-75.18964,Pennsylvania,Southeastern Lowlands,Philly,Stone Age in America,N/A,SDS with low left jug. Climb up and right along the overhanging arête. Round the corner and top out on jugs.,https://www.mountainproject.com/route/119460986/charles-gitout
471,Stone Age In America,Boulder,V1-,39.9723,-75.18964,Pennsylvania,Southeastern Lowlands,Philly,Stone Age in America,N/A,A boldering spot tucked up above Kelly Drive near Boathouse Row.,https://www.mountainproject.com/route/107125177/stone-age-in-america
472,Angus Scrimm,Boulder,V1,40.07774,-75.04473,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Phantom Wall,SDS and start matched on overhanging sidepull. Move straight up face to the left of the large vertical crack to an easy top out. Cool moves but the surface of the rock is heinously spiky.Beta Video,https://www.mountainproject.com/route/119165559/angus-scrimm
473,Lazy Murder,Boulder,V0-,40.07464,-75.06203,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Owen's Boulder,Sit start with crimps above a red spot of spray paint. Climb up through gully in the rock above.,https://www.mountainproject.com/route/120216343/lazy-murder
474,Positive Slinking,Boulder,V0,40.07464,-75.06203,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Owen's Boulder,Sit start at the far right side with a left jug and right pocket. Traverse under moss growth and stay low until you reach a large left facing flake half way across the boulder. Top out above.,https://www.mountainproject.com/route/120216358/positive-slinking
475,Green Moss Escape Plan,Boulder,V0,40.07464,-75.06203,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Owen's Boulder,"Sit start at the far right side with a left jug and right pocket. Traverse under moss growth about 10 feet, top out between moss patches.",https://www.mountainproject.com/route/116837856/green-moss-escape-plan
476,Dont Be A Flake,Boulder,V0-1,40.07464,-75.06203,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Owen's Boulder,Flakey route straight up the boulder avoiding the moss to the right.,https://www.mountainproject.com/route/117350045/dont-be-a-flake
477,Happy Buddha,Boulder,V1,40.07464,-75.06203,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Owen's Boulder,Sit start with good holds on the bulge to the far left. Climb straight up over the bulge and top out.,https://www.mountainproject.com/route/120216296/happy-buddha
478,Easy Shoobie,Boulder,V0,40.07769,-75.05608,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,The Cove,Stand start and climb the jugs on the right arête.Beta Video,https://www.mountainproject.com/route/117099155/easy-shoobie
479,Hazy Summer,Boulder,V0,40.07769,-75.05608,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,The Cove,"Sit down start on a rock on left side. Grab slopers above, throw high, right and back, match, and top out.Beta Video(fromrockclimbing.com)",https://www.mountainproject.com/route/117099176/hazy-summer
480,Lazy Summer,Boulder,V2,40.07769,-75.05608,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,The Cove,Sit down start with an undercling above the low ledge in middle of face. Traverse right to join the left-slanting crack. Follow the crack up and top out.Beta Video(fromrockclimbing.com),https://www.mountainproject.com/route/117100439/lazy-summer
481,Nano Standstart,Boulder,V0-1,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Standstart matched on the large side pull. Use the large crimp to step up onto the left slab and move up.Beta VideoVariation V0: Same SDS as First to Start but set left onto the slab using the crimp.,https://www.mountainproject.com/route/117815106/nano-standstart
482,Basic Member,Boulder,V0-,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Stand start on the left end of the long juggy crack. Traverse right and move up to top out.,https://www.mountainproject.com/route/117815215/basic-member
483,First To Find,Boulder,V0,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,SDS with the lowest part of the large side pull and a slopey feature to the right on the bulge. Bump your right to a jug and move up on crimps at the top.Beta Video,https://www.mountainproject.com/route/117814515/first-to-find
484,Smurfs 292,Boulder,V0+,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,"Sit down start with the upside down V crack. Move right to a curved edge, throw to the lip and top out above.Beta Video",https://www.mountainproject.com/route/117992796/smurfs-292
485,Neocacher,Boulder,V0+,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Start low on an upside down V shaped crack and move up and left along jugs on the overhang. Top out directly above the overhang.Beta Video,https://www.mountainproject.com/route/117815247/neocacher
486,Pocket Query,Boulder,V1,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Same start as First to Find - SDS with low left side pull and right sloper. Move up and right to the long juggy crack. Traverse the crack and top out to the right. Positive holds and tricky feet make for some great climbing.Beta Video,https://www.mountainproject.com/route/117815141/pocket-query
487,Muggle Toes,Boulder,V2+,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Start low on the upside down V shaped crack and move up and left along jugs on the overhanging. Make a wide move to the jug left of the overhang. Move up and left to the top with tricky feet. The top of the overhang is off.Beta Video,https://www.mountainproject.com/route/117815293/muggle-toes
488,Cache Money,Boulder,V3,40.04918,-75.03737,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Geocache Boulder,Sit down start with the upside down V crack. Traverse right to the long sloping shelf. Continue along the shelf until you reach the large vertical sidepull. Mantle up onto the shelf or top put with a hold high on the large sidepull.Beta Video,https://www.mountainproject.com/route/117991995/cache-money
489,Vangelis,Boulder,V0-,40.04762,-75.03718,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Deer Rock,Climb the shallow arête that runs diagonally up the left of the slab. Grab the undercling/side pull and top out over the block left of the arête.,https://www.mountainproject.com/route/117819920/vangelis
490,Palmtius Pilate,Boulder,V1,40.04762,-75.03718,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Deer Rock,Start below the shallow arête with a left side pull and a right sloper. Traverse right following the footholds in the horizontal crack. Move up and topout on the right. Holds on the shallow arête are off.Beta Video,https://www.mountainproject.com/route/117820181/palmtius-pilate
491,Tannhauser Gate,Boulder,V2,40.04762,-75.03718,Pennsylvania,Southeastern Lowlands,Philly,Pennypack Park,Deer Rock,"Begin standing with a left hand on the arête and a low right sidepull. Move up to a curved edge on the face. Slap up the arête and top out.If you can't reach the low right sidepull, you can use the lower right crimp on the face or stand start with only a left hand on the arête.Beta Video",https://www.mountainproject.com/route/117819536/tannhauser-gate
